amount,hour,distance_km,device_score,international,merchant_risk,is_fraud
1174.71,20,25.33,0.817,0,0.211,0
6297.54,9,0,0.885,0,0.451,0
2454.54,0,0,0.78,0,0.215,0
1339.79,2,0,0.956,0,0.062,0
1951.52,5,3.04,0.912,0,0.297,0
1416.77,16,23.99,0.981,0,0.162,0
1054.35,6,9.68,0.883,0,0.153,0
3331.52,23,0.79,0.717,0,0.353,0
611.1,13,14.14,0.935,0,0.442,0
1042.18,15,0,0.726,0,0.511,1
1277.99,17,0.67,0.703,0,0.368,1
1034.69,10,15.83,0.687,1,0.315,0
1724.48,21,0,0.756,0,0.209,0
1416.5,11,13.64,0.673,0,0.267,0
1144.97,19,0,0.573,1,0.702,0
2006.8,7,0,0.78,1,0.491,0
1579.96,12,0,0.95,0,0.319,0
998.6,10,12.81,0.961,0,0.167,0
6433.06,15,11.3,0.801,0,0.504,0
1155.89,2,7.74,0.826,1,0.075,0
6400.67,16,11.26,0.852,0,0.489,1
824.92,19,2.81,0.605,0,0.565,0
2149.73,9,0,0.603,0,0.234,0
13055.34,23,23.02,0.853,0,0.03,0
2550.97,1,25.36,0.673,0,0.095,0
2421.11,2,21.11,0.757,0,0.178,0
5457.31,16,0,0.675,0,0.094,0
9105.95,3,7.05,0.745,1,0.309,0
1191.73,8,5.99,0.783,0,0.3,0
3195.46,21,18.33,0.824,0,0.483,0
1123.52,22,27.2,0.925,0,0.24,0
328.18,22,15.43,0.832,0,0.096,0
1877.46,22,1.02,0.737,0,0.33,0
1311.83,15,13.06,0.693,0,0.445,0
2199.8,6,19.39,0.632,0,0.119,0
1964.39,14,0,0.926,0,0.378,0
853.5,23,17.45,0.694,0,0.169,0
12503.87,21,31.69,0.809,1,0.348,0
1706.92,19,0,0.934,0,0.148,0
1250.14,18,2.62,0.895,1,0.177,0
31079.75,1,0,0.986,0,0.398,0
4760.77,9,0,0.724,0,0.24,0
1525.31,15,0,0.731,0,0.311,0
2482.67,6,8.61,0.799,0,0.28,0
1525.57,7,5.8,0.959,1,0.197,0
486.89,17,13.07,0.847,0,0.246,0
1955.97,23,12.69,0.762,0,0.176,0
726.47,0,0,0.95,0,0.417,0
3031.6,11,24.2,0.698,1,0.385,0
933.51,22,0,0.693,0,0.135,0
5624.18,16,4.15,0.733,0,0.211,0
663.96,3,0,0.624,0,0.32,0
8596.01,5,15.86,0.986,0,0.327,1
2980.02,4,18.37,0.966,0,0.403,0
937.97,12,15.99,0.657,0,0.348,0
1216.42,15,7.89,0.99,0,0.159,0
130.39,11,31.38,0.985,0,0.501,1
5653.7,4,14.64,0.845,0,0.36,0
1911.22,14,0,0.842,0,0.389,0
1065.39,10,30.4,0.685,0,0.273,0
4050.36,10,0,0.789,0,0.309,0
784.16,4,17.15,0.76,0,0.193,1
1812.64,11,29.77,0.491,0,0.065,0
1172.04,18,1.66,0.838,0,0.6,0
8658.12,1,0.97,0.662,0,0.232,0
2294.8,12,23.1,0.933,0,0.189,1
2520.8,5,55.03,0.888,0,0.275,0
224.28,22,0,0.91,0,0.113,0
20774.56,14,0,0.828,0,0.39,0
247.25,0,28.87,0.743,0,0.391,0
2627.31,19,30.38,0.92,0,0.125,0
1321.32,4,9.28,0.658,1,0.226,0
574.58,9,16.15,0.774,0,0.292,0
425.37,0,17.28,0.935,0,0.204,0
4384.93,8,30.85,0.809,0,0.095,0
1987.35,19,0,0.972,0,0.157,0
4463.88,4,15.2,0.932,0,0.318,0
5142.1,9,15.84,0.942,0,0.529,0
922.2,5,24.0,0.708,0,0.509,1
1417.3,20,0,0.755,1,0.491,0
556.73,12,0,0.97,0,0.365,0
2693.81,0,31.37,0.867,0,0.063,1
1516.33,13,0,0.852,0,0.689,0
1777.95,5,36.95,0.711,0,0.38,0
1435.78,10,15.3,0.921,0,0.586,0
1386.31,7,13.77,0.651,0,0.041,0
1867.82,5,30.15,0.719,0,0.662,0
2320.3,2,14.47,0.848,0,0.215,0
1089.51,12,0,0.75,0,0.385,0
27191.69,18,0,0.969,0,0.181,0
649.32,2,0,0.879,0,0.284,0
5689.45,6,22.66,0.876,0,0.471,0
2485.2,13,29.11,0.774,0,0.477,0
389.46,4,12.18,0.784,0,0.183,0
905.11,23,21.45,0.845,0,0.481,0
2311.84,17,25.21,0.753,0,0.352,0
7035.44,21,23.95,0.775,0,0.087,0
2339.48,17,12.07,0.702,0,0.47,0
2980.17,5,23.94,0.61,0,0.199,0
21548.19,0,21.97,0.681,1,0.19,1
2098.89,19,16.38,0.914,0,0.187,0
1323.8,23,1.37,0.931,0,0.386,0
17229.95,3,1.95,0.696,1,0.119,0
934.76,8,20.27,0.901,1,0.517,0
590.65,14,23.92,0.742,1,0.373,0
4230.37,9,21.83,0.879,0,0.211,0
1028.96,10,0,0.918,0,0.238,0
1602.05,12,11.21,0.675,0,0.458,0
18084.05,2,0,0.752,0,0.394,0
875.11,11,1.49,0.667,0,0.296,0
1248.82,20,14.22,0.764,0,0.378,0
453.47,4,0,0.923,0,0.11,0
2590.16,12,5.43,0.833,0,0.246,0
1061.35,7,0,0.635,0,0.348,0
1457.31,23,24.92,0.9,0,0.098,0
1121.36,12,9.72,0.789,0,0.198,0
9110.59,20,0,0.884,0,0.155,0
3367.22,2,22.0,0.647,0,0.11,0
2036.9,18,24.87,0.826,0,0.574,0
1550.46,18,8.08,0.94,0,0.345,0
1845.62,16,13.94,0.6,1,0.283,0
1704.74,20,0,0.665,0,0.112,0
4795.15,17,7.41,0.801,0,0.132,0
1509.26,20,7.17,0.731,0,0.227,0
1309.82,3,3.42,0.978,0,0.289,0
2421.96,12,18.59,0.523,1,0.223,0
2637.65,16,0,0.74,0,0.383,0
307.84,19,35.79,0.89,0,0.312,0
317.51,20,0,0.758,0,0.117,0
1291.82,2,0,0.774,0,0.413,0
1335.81,18,5.16,0.886,0,0.17,0
5831.41,23,0,0.453,0,0.344,0
10571.24,22,41.71,0.906,0,0.191,0
1210.73,9,0,0.881,0,0.333,0
780.65,20,13.49,0.873,0,0.108,0
4076.17,4,23.77,0.87,0,0.172,0
1385.84,8,21.14,0.817,0,0.242,0
8144.84,0,0,0.816,1,0.402,0
2042.5,13,0,0.867,0,0.103,0
464.81,22,14.72,0.837,0,0.196,0
2317.9,2,2.94,0.925,0,0.264,0
458.19,13,0,0.877,1,0.479,0
5240.06,8,46.41,0.742,0,0.487,1
1006.3,22,0,0.952,0,0.046,0
959.64,0,26.39,0.862,0,0.32,0
752.0,16,37.62,0.93,0,0.075,0
692.95,9,18.43,0.919,1,0.233,0
2800.04,10,26.78,0.537,0,0.102,0
7273.53,17,0,0.833,0,0.418,0
2738.73,23,0,0.863,0,0.683,1
668.61,20,0,0.734,1,0.611,1
5478.62,13,18.96,0.991,0,0.45,0
4281.55,17,18.74,0.882,0,0.126,0
809.58,15,21.11,0.868,0,0.09,0
487.05,10,21.46,0.951,0,0.403,0
2469.97,7,44.83,0.691,0,0.207,0
2183.48,20,6.66,0.639,0,0.114,0
804.86,15,24.84,0.914,0,0.502,0
4593.76,0,2.35,0.743,0,0.233,0
7351.74,17,20.23,0.647,0,0.222,0
1470.41,13,16.87,0.775,0,0.21,0
4210.82,9,13.89,0.598,0,0.527,0
1970.23,8,28.67,0.803,0,0.133,0
5933.07,15,19.36,0.906,0,0.238,0
2753.53,5,34.43,0.552,0,0.298,0
9961.78,2,0,0.844,0,0.132,0
5325.31,7,0,0.52,0,0.595,0
340.2,11,0,0.947,0,0.16,0
492.04,10,0,0.576,0,0.094,1
3359.73,0,14.19,0.607,0,0.141,0
1918.91,10,0,0.971,0,0.557,0
1698.07,22,19.31,0.887,0,0.177,0
2986.05,17,28.8,0.931,0,0.194,0
8245.01,6,15.48,0.866,0,0.474,0
842.97,13,11.23,0.584,1,0.592,0
26106.21,22,25.31,0.89,0,0.257,0
244.46,6,13.59,0.915,0,0.062,0
677.58,7,0,0.724,0,0.08,0
10384.7,10,21.42,0.76,0,0.088,0
703.35,20,1.72,0.731,0,0.23,0
1363.97,19,31.14,0.785,0,0.297,0
3891.51,0,0,0.795,0,0.459,1
3673.6,4,0,0.75,0,0.313,0
813.72,23,29.38,0.915,0,0.295,0
1028.66,16,6.75,0.411,0,0.407,0
1975.51,6,8.62,0.729,0,0.13,0
3938.11,12,21.54,0.879,0,0.139,0
3435.59,6,8.74,0.649,1,0.421,0
5139.67,22,24.96,0.754,0,0.256,0
1830.23,6,0,0.797,0,0.292,0
8045.91,10,0,0.755,0,0.352,0
7611.66,17,19.08,0.716,1,0.315,0
4478.99,11,0,0.745,1,0.235,0
576.26,10,0,0.817,0,0.123,0
1023.32,3,0,0.94,0,0.703,1
524.35,6,13.17,0.841,0,0.397,0
2784.05,10,20.75,0.481,0,0.251,0
1707.06,14,20.87,0.957,0,0.091,0
170.95,1,40.67,0.859,0,0.271,1
3979.02,22,9.77,0.94,0,0.567,0
625.04,19,0,0.838,0,0.325,0
2457.79,5,18.32,0.588,0,0.417,0
674.93,19,3.21,0.664,0,0.193,0
491.71,4,0,0.958,0,0.281,0
852.8,16,0,0.89,0,0.355,0
1374.36,7,7.97,0.504,0,0.146,0
5663.01,9,35.37,0.849,0,0.49,0
1266.81,4,8.45,0.946,0,0.338,0
4557.47,16,16.6,0.609,0,0.45,0
318.15,19,0,0.75,0,0.266,0
7782.94,14,41.31,0.618,0,0.075,0
2645.6,6,0,0.868,0,0.173,0
1395.69,23,29.8,0.921,0,0.333,0
14558.93,0,24.66,0.368,0,0.143,0
414.11,2,51.03,0.689,0,0.165,0
1670.03,13,0,0.742,0,0.182,0
5233.99,14,36.13,0.718,0,0.07,0
403.48,2,31.08,0.869,1,0.778,1
2817.16,16,26.23,0.905,0,0.352,0
731.75,0,1.81,0.82,0,0.147,0
2295.52,4,18.05,0.886,0,0.326,0
1728.11,2,0,0.893,0,0.162,0
216.17,6,0,0.792,0,0.347,0
3214.46,6,17.74,0.642,0,0.327,0
5817.36,7,24.85,0.832,0,0.256,0
2291.99,20,32.55,0.673,0,0.154,0
839.13,14,22.18,0.794,0,0.208,0
2225.25,11,32.03,0.989,1,0.353,0
175.11,4,24.99,0.758,0,0.402,0
901.39,0,0,0.771,0,0.113,0
2488.48,1,0,0.702,0,0.097,0
1084.09,15,5.41,0.86,0,0.377,0
1502.5,14,7.99,0.789,0,0.27,0
1378.22,16,14.72,0.581,1,0.326,0
215.86,7,25.92,0.838,0,0.43,0
2520.82,5,0,0.823,0,0.17,0
4446.66,11,29.68,0.879,0,0.254,0
662.23,18,14.48,0.698,0,0.49,0
1744.15,20,10.09,0.627,0,0.225,0
3563.39,19,9.67,0.727,0,0.326,0
1326.57,3,10.03,0.795,0,0.602,0
952.5,20,0,0.854,0,0.632,0
2493.75,14,8.33,0.985,0,0.194,0
2257.24,7,3.35,0.907,0,0.302,0
408.75,17,21.03,0.554,1,0.595,0
1554.6,17,31.36,0.936,0,0.472,0
942.74,15,9.78,0.942,1,0.102,0
3172.25,19,12.06,0.758,1,0.076,0
1142.85,11,0,0.838,0,0.268,0
4869.09,16,16.14,0.791,0,0.075,0
1339.4,3,17.73,0.67,0,0.352,0
685.29,23,35.34,0.731,0,0.162,0
3006.86,13,7.74,0.702,0,0.689,0
2066.15,19,11.51,0.95,0,0.673,0
6037.47,19,8.92,0.796,0,0.12,0
2015.37,18,13.4,0.774,0,0.306,0
659.18,9,0,0.8,0,0.266,0
3311.93,0,0,0.704,0,0.492,0
320.67,11,16.14,0.737,0,0.23,0
7417.89,22,0,0.807,0,0.068,0
1776.38,21,5.52,0.849,0,0.157,0
12845.06,7,1.02,0.827,0,0.169,0
580.0,18,0,0.614,0,0.168,0
4053.49,20,0,0.826,0,0.196,0
1035.97,6,4.82,0.786,0,0.026,0
2920.05,18,0,0.864,0,0.557,0
3228.03,20,40.23,0.936,0,0.285,0
1717.42,9,0,0.851,0,0.179,0
2671.99,23,9.25,0.854,0,0.152,0
15466.77,0,20.93,0.844,0,0.122,0
3721.36,9,0,0.85,0,0.445,0
4455.75,2,8.31,0.95,0,0.152,0
2378.86,15,0,0.821,0,0.245,0
3278.4,21,17.92,0.692,0,0.436,0
1847.72,13,17.79,0.896,0,0.173,0
1002.82,9,33.34,0.664,0,0.329,0
6956.88,11,21.14,0.78,0,0.189,1
3329.7,19,29.63,0.901,1,0.041,1
16692.11,10,5.15,0.601,0,0.308,0
1588.85,3,26.75,0.704,0,0.162,0
644.75,22,22.9,0.802,0,0.293,0
460.63,9,1.26,0.627,0,0.544,0
1115.41,22,0,0.909,0,0.61,0
8061.69,14,0,0.798,0,0.212,0
964.9,16,0,0.807,0,0.493,0
1406.16,19,0,0.69,0,0.402,0
1751.82,12,8.27,0.871,0,0.206,0
1867.8,23,3.26,0.864,1,0.648,0
4643.75,11,0,0.868,0,0.301,0
6577.79,15,15.59,0.565,0,0.243,0
4842.66,14,7.98,0.865,0,0.293,0
1693.29,19,0,0.927,0,0.317,0
2329.62,8,6.06,0.749,0,0.151,0
3696.81,13,0,0.675,0,0.252,0
958.1,21,0,0.585,0,0.69,0
1829.54,14,19.98,0.857,0,0.259,0
7428.01,13,0,0.982,0,0.222,0
5519.12,0,20.8,0.915,0,0.038,0
929.59,8,13.27,0.89,0,0.345,0
1003.07,9,9.89,0.909,0,0.477,0
2319.22,22,8.46,0.738,0,0.101,0
1465.89,2,0,0.802,1,0.189,1
2177.76,21,9.62,0.497,0,0.076,0
645.04,18,2.26,0.483,0,0.236,0
316.1,11,0,0.932,0,0.222,0
1458.79,2,0,0.8,0,0.395,1
1610.78,22,11.79,0.669,0,0.52,0
81649.14,19,10.74,0.755,1,0.175,1
1542.28,22,7.52,0.969,0,0.474,0
3238.4,17,0,0.894,0,0.266,0
1418.58,16,12.14,0.846,0,0.509,0
2864.84,8,19.18,0.675,0,0.24,0
739.65,1,7.14,0.902,0,0.208,0
2378.16,22,11.52,0.939,0,0.549,0
5036.14,4,11.53,0.805,0,0.357,1
1527.9,4,26.86,0.51,0,0.346,0
2315.81,0,10.02,0.897,0,0.15,0
2017.65,11,15.35,0.686,0,0.148,0
3924.37,17,7.34,0.769,0,0.323,0
4132.38,21,25.92,0.686,0,0.009,0
1878.41,23,0,0.698,0,0.228,0
1030.58,18,42.19,0.872,1,0.227,0
554.12,19,0,0.707,0,0.592,0
2916.63,19,9.34,0.856,0,0.271,0
1965.48,23,35.26,0.675,1,0.078,0
499.56,17,9.36,0.715,0,0.214,0
5480.84,6,12.18,0.546,0,0.254,0
5360.39,8,19.96,0.859,0,0.225,0
1032.08,15,21.87,0.746,0,0.13,0
988.46,21,23.94,0.545,1,0.144,0
1786.61,10,1.82,0.801,0,0.339,0
5514.34,15,6.03,0.809,0,0.463,0
338.81,19,10.62,0.882,0,0.284,0
889.99,11,0,0.809,0,0.32,0
1443.51,15,31.85,0.809,0,0.085,0
682.69,8,25.76,0.628,0,0.322,0
1614.32,12,7.69,0.659,0,0.217,0
1063.89,11,18.66,0.379,0,0.185,0
2797.78,4,15.67,0.779,0,0.142,0
575.96,18,0,0.823,0,0.163,0
707.07,1,10.44,0.974,0,0.036,1
1126.19,20,10.37,0.706,0,0.473,0
3530.26,7,0,0.764,0,0.436,0
457.81,6,0,0.849,0,0.638,0
4997.41,15,0,0.622,0,0.466,0
3608.09,0,0,0.615,0,0.142,0
4483.33,10,27.37,0.773,0,0.559,0
814.5,5,50.18,0.816,0,0.092,0
850.35,10,0,0.846,0,0.096,0
1276.78,14,11.52,0.597,0,0.671,0
6980.09,9,11.53,0.809,0,0.259,0
1453.69,12,0,0.781,1,0.267,0
1678.12,19,0,0.951,0,0.273,0
596.67,16,20.33,0.948,0,0.28,0
1690.04,19,11.57,0.901,0,0.256,0
1055.39,21,10.06,0.924,0,0.345,0
1692.66,8,25.3,0.593,0,0.228,0
3464.64,8,42.02,0.574,0,0.554,0
474.55,7,18.02,0.791,0,0.098,0
3957.89,18,0,0.849,0,0.201,0
461.65,14,34.53,0.782,0,0.414,0
330.23,14,0,0.84,0,0.034,0
4387.04,22,0,0.8,0,0.151,0
3214.05,15,13.94,0.839,0,0.579,0
515.41,9,10.56,0.764,0,0.398,0
1682.25,14,12.15,0.81,0,0.443,0
1829.4,21,17.99,0.259,1,0.198,0
11754.04,2,9.56,0.752,1,0.463,1
1440.12,6,0,0.76,0,0.685,0
1564.7,11,0,0.71,0,0.207,0
418.96,7,15.9,0.882,0,0.354,0
1381.67,4,10.67,0.87,0,0.244,0
7983.02,9,0,0.596,1,0.171,0
6420.9,0,2.83,0.712,0,0.542,1
1280.41,2,0,0.777,0,0.227,0
1748.52,22,0,0.435,0,0.144,0
990.18,7,11.25,0.988,0,0.172,0
876.18,22,16.96,0.882,1,0.297,0
4273.91,13,19.39,0.938,0,0.444,0
1285.63,10,20.37,0.97,0,0.232,0
2770.8,2,16.93,0.789,0,0.41,1
548.69,19,0,0.969,0,0.105,0
1037.57,18,6.76,0.856,0,0.161,0
1301.42,3,8.4,0.44,1,0.23,0
1206.95,17,18.45,0.92,0,0.425,0
3000.1,20,0,0.773,0,0.127,0
7407.26,5,0,0.741,1,0.292,0
1910.04,9,0,0.412,0,0.343,0
1058.85,22,11.89,0.949,0,0.053,0
2580.22,7,1.26,0.823,1,0.304,1
3453.08,10,0,0.872,0,0.453,0
1121.22,15,0,0.966,0,0.296,0
443.99,18,46.86,0.64,0,0.201,0
1199.53,1,17.44,0.763,0,0.259,0
326.22,18,9.57,0.829,0,0.326,0
1630.57,16,17.8,0.948,0,0.141,0
1554.21,5,22.53,0.69,1,0.142,0
211.53,1,28.68,0.903,1,0.082,0
1477.94,18,0,0.824,0,0.12,0
1372.37,22,0,0.882,0,0.453,0
6636.4,7,16.32,0.837,0,0.091,0
6984.67,10,24.01,0.992,1,0.078,0
8855.92,13,0,0.788,1,0.044,0
672.02,4,0,0.775,0,0.029,0
714.44,13,24.61,0.774,0,0.199,0
2695.48,12,4.49,0.978,0,0.304,0
863.15,6,0.71,0.659,0,0.144,0
2836.67,18,17.82,0.813,0,0.316,0
6133.02,16,5.26,0.464,1,0.233,0
320.33,16,0,0.639,0,0.399,0
3163.78,15,3.04,0.901,0,0.139,0
3644.13,21,0,0.713,0,0.194,0
6852.56,6,0,0.799,0,0.164,0
417.03,0,0.72,0.798,0,0.35,0
6936.68,8,0,0.89,0,0.345,0
1099.28,9,15.7,0.608,0,0.084,0
3356.5,16,13.35,0.88,0,0.1,0
4451.35,19,0.72,0.383,0,0.182,0
1052.22,0,24.51,0.831,0,0.424,0
280.94,20,29.21,0.875,0,0.413,0
3070.53,16,0,0.706,0,0.226,0
2690.05,9,0,0.855,1,0.652,1
2796.69,10,0,0.602,0,0.204,0
109.22,8,0,0.588,0,0.493,0
1602.44,20,0,0.925,0,0.225,0
1104.14,20,0,0.935,1,0.267,0
574.54,9,22.44,0.839,0,0.375,1
2771.58,3,3.37,0.866,0,0.212,0
1617.6,2,0,0.976,0,0.129,0
1602.77,7,14.94,0.741,0,0.238,0
942.41,7,33.57,0.749,0,0.454,0
3954.99,14,0,0.841,0,0.319,0
4497.18,23,18.56,0.894,0,0.084,0
1153.21,7,0,0.892,0,0.254,0
5074.97,4,25.54,0.799,0,0.106,0
5854.54,19,24.15,0.845,0,0.174,0
2022.0,23,0.57,0.96,0,0.056,0
622.33,2,3.72,0.778,0,0.171,1
3506.74,4,2.48,0.884,1,0.22,0
1717.65,6,0,0.759,0,0.378,0
1048.62,19,36.71,0.934,0,0.594,0
3904.35,0,42.05,0.526,0,0.209,0
1367.22,8,19.16,0.919,0,0.097,0
2652.4,14,9.05,0.741,0,0.174,0
12709.82,22,5.96,0.864,0,0.398,1
2207.07,10,0,0.65,1,0.218,0
9983.84,22,21.7,0.839,0,0.601,1
1171.54,17,27.35,0.888,0,0.147,0
3190.66,2,0,0.792,1,0.483,1
1610.05,3,0,0.787,0,0.088,0
2211.24,7,35.81,0.683,0,0.32,0
1714.85,19,1.15,0.845,0,0.308,0
3178.25,12,3.96,0.874,1,0.261,0
294.42,0,15.78,0.73,0,0.182,0
1140.15,20,0.35,0.904,0,0.549,0
5828.11,15,56.99,0.897,0,0.201,0
304.78,9,11.25,0.473,0,0.269,0
1209.24,0,0,0.686,0,0.579,0
872.04,22,19.51,0.867,0,0.256,0
3723.01,12,26.81,0.758,1,0.397,0
495.0,17,0,0.624,0,0.264,0
356.73,7,0,0.672,0,0.078,0
1768.25,2,15.58,0.747,0,0.326,0
5482.62,11,14.03,0.766,0,0.442,0
904.2,23,28.23,0.769,1,0.378,0
2954.99,18,17.58,0.949,0,0.416,0
388.79,23,0,0.741,0,0.346,0
13901.89,18,3.38,0.948,0,0.362,0
4352.82,23,0.82,0.899,0,0.253,0
5004.0,7,0,0.796,0,0.072,0
2513.38,16,0,0.959,0,0.319,0
422.8,10,26.49,0.739,0,0.125,0
1337.49,21,17.02,0.663,0,0.047,0
869.42,22,0,0.982,0,0.249,0
1431.5,14,9.76,0.884,0,0.394,0
9798.86,18,31.03,0.777,0,0.163,0
512.13,9,4.61,0.762,0,0.084,0
1558.39,23,42.75,0.888,0,0.323,0
1142.95,7,0,0.942,0,0.257,0
455.08,15,0,0.726,0,0.2,0
8298.05,4,22.93,0.675,0,0.264,1
1325.24,1,2.95,0.775,1,0.373,0
6611.26,7,0,0.936,0,0.347,0
4336.93,16,0,0.548,0,0.2,0
1980.07,12,11.07,0.946,0,0.392,0
1815.0,23,16.27,0.987,0,0.328,0
2822.29,10,15.4,0.862,0,0.119,0
1001.04,1,22.95,0.836,0,0.383,0
2542.67,20,8.43,0.881,0,0.225,0
1410.91,15,0,0.765,0,0.494,0
2547.78,12,9.64,0.775,1,0.254,0
607.66,20,1.9,0.673,0,0.15,0
1636.84,9,0,0.951,0,0.043,0
1391.42,21,19.69,0.635,0,0.582,0
6606.89,19,12.28,0.742,0,0.204,0
3186.07,5,0,0.656,0,0.451,0
3298.96,9,33.83,0.547,0,0.562,0
4172.02,18,14.52,0.847,0,0.022,0
1502.91,1,13.62,0.796,0,0.223,0
2836.36,6,0,0.816,0,0.493,0
3117.98,22,32.76,0.633,0,0.358,0
4824.77,6,0,0.682,0,0.218,0
4242.28,5,15.98,0.74,0,0.358,0
813.25,3,0,0.865,0,0.275,0
620.1,4,0,0.553,0,0.439,0
482.25,0,0,0.836,0,0.191,1
788.86,16,5.16,0.648,1,0.598,0
7430.88,21,20.21,0.754,0,0.635,0
5067.7,15,22.13,0.821,0,0.701,0
3517.04,5,14.37,0.827,0,0.194,0
1240.11,9,38.33,0.591,0,0.316,0
7932.03,12,24.65,0.785,0,0.435,0
472.35,21,18.29,0.934,0,0.419,0
13103.47,4,26.05,0.728,0,0.144,1
1685.07,8,2.34,0.759,0,0.227,0
3532.51,10,10.34,0.838,1,0.171,0
1395.95,21,12.16,0.768,0,0.095,0
86.67,16,0,0.716,0,0.525,0
1644.24,2,0,0.838,0,0.588,0
31847.24,23,23.33,0.896,0,0.651,1
3717.55,14,29.65,0.677,0,0.589,0
1763.02,17,11.99,0.939,1,0.376,0
4938.35,17,10.3,0.709,0,0.179,0
1623.64,14,21.88,0.694,0,0.208,0
1762.04,19,0,0.484,0,0.089,0
1211.2,7,0,0.718,0,0.473,0
1808.57,2,0,0.908,0,0.218,1
4310.81,9,16.01,0.899,1,0.101,0
3315.55,20,21.48,0.772,0,0.348,0
1176.36,2,0,0.805,0,0.022,0
868.94,23,19.57,0.941,0,0.375,0
3345.39,3,6.34,0.621,0,0.538,0
2037.49,16,12.61,0.942,0,0.089,0
296.91,6,6.53,0.618,1,0.281,0
616.63,18,14.21,0.855,0,0.127,0
753.87,12,12.06,0.747,0,0.232,0
3135.43,12,17.77,0.634,0,0.129,0
666.64,0,9.62,0.648,0,0.486,0
1680.75,3,7.36,0.815,1,0.481,0
419.44,15,0,0.713,0,0.682,0
2635.69,17,12.37,0.622,0,0.194,0
171.55,7,0.96,0.768,0,0.447,0
978.41,11,0,0.866,0,0.285,0
1739.41,8,6.17,0.743,0,0.188,0
6102.62,2,24.75,0.659,0,0.053,0
1274.24,23,16.23,0.806,0,0.814,1
299.21,8,0,0.78,0,0.198,0
4764.96,8,0,0.752,0,0.462,0
15699.07,18,0,0.731,0,0.284,1
794.73,22,28.16,0.726,0,0.465,0
1655.69,0,4.66,0.671,0,0.102,0
3795.4,10,0,0.744,0,0.129,0
868.2,21,12.79,0.817,0,0.245,0
3434.46,21,0,0.977,0,0.341,0
611.49,18,4.1,0.916,0,0.305,0
939.85,5,19.57,0.717,0,0.276,0
5212.07,20,0,0.643,0,0.532,0
2807.05,13,14.4,0.717,0,0.081,0
2212.35,9,19.99,0.799,0,0.565,0
1726.7,21,30.64,0.859,0,0.159,0
3759.68,18,13.21,0.788,0,0.29,0
1389.57,21,7.06,0.977,0,0.024,0
5092.62,1,0,0.737,0,0.326,0
4315.25,16,4.88,0.623,0,0.332,0
122.9,10,0,0.678,0,0.137,0
3455.42,10,17.93,0.959,0,0.568,0
33344.03,11,24.16,0.336,0,0.357,1
417.07,4,38.22,0.84,0,0.219,0
399.77,6,0,0.878,0,0.331,0
1052.38,7,28.12,0.838,1,0.173,0
2912.42,20,17.25,0.949,0,0.395,0
902.32,12,41.89,0.925,0,0.246,0
3224.24,13,0,0.455,0,0.254,0
512.95,5,1.58,0.876,0,0.147,0
9572.34,17,14.16,0.522,0,0.484,0
2328.14,18,34.32,0.886,1,0.226,0
1095.45,1,0,0.577,0,0.203,0
955.94,15,17.48,0.823,0,0.171,0
899.46,0,13.84,0.776,0,0.425,1
4836.56,6,26.39,0.662,0,0.327,0
6664.38,18,17.44,0.594,1,0.031,0
3078.46,23,48.8,0.522,0,0.178,0
19340.9,19,0,0.853,0,0.353,0
1762.84,8,0,0.764,0,0.159,0
538.58,13,0,0.807,0,0.317,0
1410.8,6,44.72,0.872,0,0.404,0
113.13,11,7.89,0.871,0,0.056,0
1481.92,13,23.3,0.866,0,0.367,0
979.3,10,32.18,0.851,0,0.388,0
3654.33,10,14.91,0.883,0,0.863,0
3799.52,10,11.8,0.423,1,0.289,0
6706.67,19,0,0.897,0,0.271,0
4945.12,18,0,0.781,0,0.501,0
2171.29,18,16.48,0.914,0,0.125,0
539.4,6,0,0.797,0,0.051,0
707.52,23,11.1,0.807,0,0.068,0
897.42,2,0,0.739,0,0.505,0
1849.42,23,0,0.7,0,0.253,0
2268.52,3,0,0.837,1,0.157,0
1986.83,8,1.43,0.645,0,0.297,0
2089.04,18,10.62,0.575,0,0.512,0
2460.12,20,5.39,0.757,0,0.404,0
1026.99,20,0,0.591,0,0.283,0
8811.32,16,13.58,0.667,0,0.612,0
778.16,17,6.48,0.877,0,0.314,0
492.34,23,9.12,0.827,0,0.248,0
987.63,23,4.96,0.773,0,0.232,1
734.17,7,10.5,0.87,0,0.438,0
351.65,4,25.36,0.933,0,0.055,0
1851.12,6,0,0.922,0,0.397,0
6126.23,2,0,0.857,0,0.202,0
1008.55,14,7.69,0.878,0,0.403,0
2470.23,9,7.89,0.928,0,0.397,0
2962.52,15,0.14,0.716,0,0.363,0
654.69,16,0,0.764,0,0.15,0
9239.94,12,15.89,0.934,0,0.328,0
575.83,9,6.65,0.841,0,0.383,0
1330.01,0,18.06,0.499,0,0.195,0
1037.39,13,0,0.95,0,0.291,0
7903.71,15,0,0.974,0,0.125,0
1142.57,3,32.16,0.851,0,0.21,0
3077.86,22,5.03,0.653,0,0.137,0
54.89,5,0,0.898,0,0.167,0
5660.7,12,11.2,0.66,0,0.251,0
2030.83,16,0,0.932,1,0.56,0
3008.54,22,0,0.86,0,0.111,0
2535.93,8,18.44,0.688,0,0.275,0
171.08,13,26.15,0.733,0,0.058,0
2154.38,9,19.35,0.63,1,0.16,0
1202.05,6,31.8,0.706,0,0.781,0
813.38,19,36.49,0.779,0,0.354,0
